Unnamed: 0,Name,Platform,Year_of_Release,Genre,NA_players,EU_players,RU_players,Other_players,Critic_Score,User_Score,Rating
16107,Cosmetic Paradise: Make no Kiseki,DS,2008.0,Misc,0.0,0.0,0.01,0.0,,,
16108,Turok,PC,2008.0,Action,0.0,0.01,0.0,0.0,65.0,6.5,M
16109,Legoland,PC,1999.0,Action,0.0,0.01,0.0,0.0,,,
16110,Nobunaga no Yabou DS,DS,2006.0,Strategy,0.0,0.0,0.01,0.0,,,
16111,Winter Sports 3: The Great Tournament,X360,2010.0,Sports,0.0,0.01,0.0,0.0,,,E
16112,Valentino Rossi: The Game,PC,2016.0,Racing,0.0,0.01,0.0,0.0,72.0,6.2,E
16113,Wand of Fortune Portable,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16114,Sengoku,PC,2011.0,Strategy,0.0,0.01,0.0,0.0,70.0,6.8,T
16115,Republique,PS4,2016.0,Action,0.0,0.01,0.01,0.0,72.0,5.8,M
16116,Sousaku Alice to Oujisama!,3DS,2015.0,Simulation,0.0,0.0,0.01,0.0,,,
16117,Ship Simulator 2008,PC,2007.0,Simulation,0.0,0.01,0.0,0.0,62.0,6.6,E
16118,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,2006.0,Action,0.0,0.0,0.01,0.0,,,
16119,Brave: The Video Game,Wii,2012.0,Action,0.0,0.01,0.0,0.0,,,
16120,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007.0,Misc,0.0,0.0,0.01,0.0,,,
16121,Ten Pin Alley 2,GBA,2004.0,Sports,0.01,0.0,0.0,0.0,,tbd,E
16122,NBA 2K17,PC,2016.0,Sports,0.0,0.01,0.0,0.0,90.0,6.3,E
16123,Postman Pat: Special Delivery Service,DS,2009.0,Misc,0.0,0.01,0.0,0.0,,,
16124,Himawari: Pebble in the Sky Portable,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16125,Rise of Flight: Iron Cross Edition,PC,2010.0,Simulation,0.01,0.0,0.0,0.0,,7.9,E10+
16126,WRC 5: FIA World Rally Championship,XOne,2015.0,Sports,0.0,0.01,0.0,0.0,,,
16127,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16128,NiGHTS into dreams...,PS2,2008.0,Platform,0.0,0.0,0.01,0.0,,,
16129,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16130,Guild Wars: Factions,PC,2006.0,Role-Playing,0.0,0.01,0.0,0.0,84.0,8.5,T
16131,Shinobi Koutsutsu,PSP,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16132,WinBack 2: Project Poseidon,PS2,2006.0,Shooter,0.01,0.01,0.0,0.0,48.0,tbd,T
16133,Kaitou Rousseau,DS,2006.0,Action,0.0,0.0,0.01,0.0,,,
16134,GunParade Orchestra: Ao no Shou,PS2,2006.0,Adventure,0.0,0.0,0.01,0.0,,,
16135,Totally Spies! Totally Party,PS2,2008.0,Misc,0.01,0.01,0.0,0.0,,,
16136,Puyo Pop Fever,GC,2004.0,Puzzle,0.01,0.0,0.0,0.0,72.0,tbd,E
16137,Super Stardust Ultra VR,PS4,2016.0,Shooter,0.0,0.01,0.0,0.0,66.0,6.2,E10+
16138,Total War Attila: Tyrants & Kings,PC,2016.0,Strategy,0.0,0.01,0.0,0.0,,,
16139,Wizardry XTH: Unlimited Students,PS2,2006.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16140,Instant Brain,X360,2011.0,Adventure,0.0,0.0,0.01,0.0,,,
16141,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011.0,Adventure,0.0,0.01,0.0,0.0,,,
16142,Dead Rising,XOne,2016.0,Action,0.01,0.0,0.0,0.0,,8.8,M
16143,Abunai: Koi no Sousa Shitsu,PSP,2012.0,Action,0.0,0.0,0.01,0.0,,,
16144,MLB 15: The Show,PSV,2015.0,Sports,0.01,0.0,0.0,0.0,,8.8,E
16145,Azure Striker Gunvolt,3DS,2016.0,Action,0.01,0.0,0.0,0.0,77.0,8.4,E10+
16146,Penguins of Madagascar,Wii,2014.0,Action,0.0,0.01,0.0,0.0,,tbd,E
16147,Magic Encyclopedia: Moonlight,DS,2010.0,Misc,0.0,0.01,0.0,0.0,,,
16148,Don Bradman Cricket 14,PS3,2014.0,Sports,0.0,0.01,0.0,0.0,73.0,6.9,E
16149,SoulLink Extension,PS2,2006.0,Adventure,0.0,0.0,0.01,0.0,,,
16150,Codename: Panzers Phase Two,PC,2005.0,Strategy,0.0,0.01,0.0,0.0,80.0,8.1,T
16151,Winning Post 7 Maximum 2008,PS2,2008.0,Sports,0.0,0.0,0.01,0.0,,,
16152,Samurai Shodown Anthology (JP sales),PS2,2008.0,Fighting,0.0,0.0,0.01,0.0,,,
16153,Sangoku Koi Senki: Otome no Heihou!,PS2,2011.0,Adventure,0.0,0.0,0.01,0.0,,,
16154,Alfa Romeo Racing Italiano,PS2,2005.0,Racing,0.01,0.01,0.0,0.0,,6.8,E
16155,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002.0,Misc,0.0,0.0,0.01,0.0,,,
16156,The Last Remnant,PC,2009.0,Role-Playing,0.0,0.01,0.0,0.0,66.0,8.3,M
16157,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,0.0,0.0,0.01,0.0,,,
16158,Super Robot Taisen XO,X360,2006.0,Strategy,0.0,0.0,0.01,0.0,,,
16159,Aquaman: Battle for Atlantis,XB,,Action,0.01,0.0,0.0,0.0,26.0,2.7,T
16160,Raven's Cry,PS4,2015.0,Role-Playing,0.0,0.01,0.0,0.0,,,
16161,Call of Juarez,PC,2006.0,Shooter,0.0,0.01,0.0,0.0,72.0,7.8,M
16162,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010.0,Misc,0.0,0.0,0.01,0.0,,,
16163,Unreal Tournament 2003,PC,2002.0,Shooter,0.0,0.01,0.0,0.0,86.0,8.2,M
16164,Neverwinter Nights 2: Mask of the Betrayer,PC,2007.0,Role-Playing,0.0,0.01,0.0,0.0,82.0,8.8,T
16165,Mortal Kombat: Tournament Edition,GBA,2003.0,Fighting,0.01,0.0,0.0,0.0,75.0,8.1,M
16166,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,0.01,0.0,0.0,0.0,,,
16167,Diary Girl,DS,2008.0,Misc,0.01,0.0,0.0,0.0,,tbd,E
16168,Shitsuji ga Aruji o Erabu Toki,PSV,2016.0,Adventure,0.0,0.0,0.01,0.0,,,
16169,Rayman Raving Rabbids,PC,2006.0,Misc,0.0,0.01,0.0,0.0,58.0,7.6,E
16170,War for the Overworld,PC,2015.0,Strategy,0.0,0.01,0.0,0.0,65.0,7.7,
16171,World Poker Tour,GBA,2005.0,Misc,0.01,0.0,0.0,0.0,,tbd,E
16172,Best Of Tests,DS,2008.0,Puzzle,0.01,0.0,0.0,0.0,,,
16173,Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,0.0,0.0,0.01,0.0,,,
16174,Honda ATV Fever,DS,2010.0,Racing,0.01,0.0,0.0,0.0,,tbd,E
16175,Umihara Kawase Jun: Second Edition Kanzenban,DS,2009.0,Puzzle,0.0,0.0,0.01,0.0,,,
16176,50 Classic Games,3DS,2012.0,Misc,0.0,0.01,0.0,0.0,,,
16177,Psycho-Pass,XOne,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16178,Fab 5 Soccer,DS,2008.0,Sports,0.01,0.0,0.0,0.0,,tbd,E
16179,Destiny Links,DS,2009.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16180,Egg Mania: Eggstreme Madness,XB,2002.0,Puzzle,0.01,0.0,0.0,0.0,58.0,tbd,E
16181,Pro Angler Moves,PS3,2012.0,Sports,0.01,0.0,0.0,0.0,,tbd,E
16182,WRC: FIA World Rally Championship,PC,,Racing,0.0,0.01,0.0,0.0,65.0,,RP
16183,Sakura Sakura: Haru Urara,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16184,Rocksmith 2014 Edition Remastered,XOne,2016.0,Misc,0.01,0.0,0.0,0.0,,tbd,T
16185,Uta no * Prince-Sama: Sweet Serenade,PSP,2011.0,Adventure,0.0,0.0,0.01,0.0,,,
16186,Higurashi no Naku Koro ni Iki,PS3,2015.0,Action,0.0,0.0,0.01,0.0,,,
16187,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16188,Road Trip: Shifting Gears,GBA,2002.0,Racing,0.01,0.0,0.0,0.0,,7.6,E
16189,Rewrite,PSV,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16190,Darksiders: Warmastered Edition,XOne,2016.0,Action,0.01,0.0,0.0,0.0,80.0,7.9,M
16191,Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008.0,Sports,0.0,0.0,0.01,0.0,,,
16192,"Iza, Shutsujin! Koisen",PSP,2011.0,Adventure,0.0,0.0,0.01,0.0,,,
16193,Grand Theft Auto III,PC,2002.0,Action,0.0,0.01,0.0,0.0,93.0,8.4,M
16194,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16195,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16196,Grooverider: Slot Car Thunder,XB,2003.0,Racing,0.01,0.0,0.0,0.0,45.0,7.3,E
16197,Super PickUps,Wii,2009.0,Racing,0.01,0.0,0.0,0.0,,tbd,E
16198,Bakumatsu Koihana: Shinsengumi DS,DS,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16199,Digger Simulator,PC,2011.0,Simulation,0.0,0.01,0.0,0.0,,,
16200,Miyako: Awayuki no Utage,PSP,2012.0,Action,0.0,0.0,0.01,0.0,,,
16201,LifeSigns: Surgical Unit,DS,2005.0,Simulation,0.01,0.01,0.0,0.0,61.0,7.8,T
16202,Konami Classics Vol. 2,X360,2009.0,Misc,0.01,0.0,0.0,0.0,,tbd,E10+
16203,The Technomancer,PC,2016.0,Role-Playing,0.0,0.01,0.0,0.0,56.0,6.8,M
16204,Football Manager Live,PC,2009.0,Sports,0.0,0.01,0.0,0.0,82.0,3.1,
16205,Aeon Flux,XB,2005.0,Action,0.01,0.0,0.0,0.0,69.0,3,T
16206,Marginal #4: Idol of Supernova,PSV,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16207,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011.0,Misc,0.0,0.0,0.01,0.0,,,
16208,Kana: Imouto,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16209,Rock N' Roll Racing,SNES,1993.0,Racing,0.0,0.0,0.01,0.0,,,
16210,Impossible Creatures,PC,2002.0,Strategy,0.0,0.01,0.0,0.0,72.0,8,T
16211,Serious Sam II,PC,2005.0,Shooter,0.0,0.01,0.0,0.0,74.0,7,M
16212,Football Academy,DS,2009.0,Sports,0.0,0.01,0.0,0.0,,,
16213,GoGo's Crazy Bones,DS,2012.0,Action,0.0,0.01,0.0,0.0,,tbd,E
16214,Norn + Nonette: Last Era,PSV,2015.0,Action,0.0,0.0,0.01,0.0,,,
16215,Nodame Cantabile,PS2,2007.0,Misc,0.0,0.0,0.01,0.0,,,
16216,Games Around the World,DS,2010.0,Misc,0.01,0.0,0.0,0.0,,tbd,E10+
16217,Hitotsu Tobashi Renai V,PSV,2015.0,Adventure,0.0,0.0,0.01,0.0,,,
16218,Blitzkrieg 2 Anthology,PC,2008.0,Strategy,0.0,0.01,0.0,0.0,,tbd,
16219,DoDonPachi Saidaioujou,X360,2013.0,Shooter,0.0,0.0,0.01,0.0,,,
16220,Last Escort: Club Katze,PS2,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16221,Fuuraiki 3,PSV,2015.0,Action,0.0,0.0,0.01,0.0,,,
16222,Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16223,1/2 Summer +,PSP,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16224,Winning Post 7 Maximum 2008,PS3,2008.0,Sports,0.0,0.0,0.01,0.0,,,
16225,SBK09 Superbike World Championship,PS3,2009.0,Racing,0.0,0.01,0.0,0.0,,,
16226,Tears to Tiara: Kakan no Daichi Portable,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16227,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16228,Ninja Gaiden Sigma 2,PSV,2013.0,Action,0.0,0.0,0.01,0.0,,,
16229,UEFA Champions League 2006-2007,PSP,2007.0,Sports,0.01,0.0,0.0,0.0,71.0,tbd,E
16230,Monster Rancher Advance 2,GBA,2002.0,Simulation,0.01,0.0,0.0,0.0,79.0,9.4,E
16231,Big Hero 6: Battle in the Bay,3DS,2014.0,Action,0.0,0.01,0.0,0.0,,,
16232,Dr. Slump & Arale-Chan,DS,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16233,Madden NFL 13,PS3,2012.0,Sports,0.0,0.01,0.0,0.0,83.0,5.5,E
16234,Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,0.0,0.0,0.01,0.0,,,
16235,Festa!! Hyper Girls Party,PS2,2006.0,Adventure,0.0,0.0,0.01,0.0,,,
16236,Geten no Hana: Yume Akari,PSP,2014.0,Misc,0.0,0.0,0.01,0.0,,,
16237,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008.0,Misc,0.0,0.0,0.01,0.0,,,
16238,Vanark,PS,1999.0,Shooter,0.01,0.01,0.0,0.0,,,
16239,Game Book DS: Sword World 2.0,DS,2009.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16240,WTA Tour Tennis,XB,2002.0,Sports,0.01,0.0,0.0,0.0,,tbd,E
16241,Fernbus Simulator,PC,2016.0,Simulation,0.0,0.01,0.0,0.0,,tbd,
16242,Furious Karting,XB,2003.0,Racing,0.01,0.0,0.0,0.0,63.0,tbd,T
16243,IL-2 Sturmovik,PC,2001.0,Simulation,0.0,0.01,0.0,0.0,91.0,8.8,T
16244,NHL 16,PS3,2015.0,Sports,0.0,0.01,0.0,0.0,,,
16245,Pet Shop Monogatari DS 2,DS,2010.0,Simulation,0.0,0.0,0.01,0.0,,,
16246,Monkey Madness: Island Escape,DS,2010.0,Action,0.01,0.0,0.0,0.0,,tbd,E10+
16247,Chokkan! Asonde Relaxuma,DS,2008.0,Action,0.0,0.0,0.01,0.0,,,
16248,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006.0,Racing,0.01,0.0,0.0,0.0,,,
16249,Minna no Conveni,DS,2010.0,Simulation,0.0,0.0,0.01,0.0,,,
16250,Accel World: Kasoku no Chouten,PSP,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16251,Azure Striker Gunvolt: Striker Pack,3DS,2016.0,Action,0.0,0.0,0.01,0.0,,tbd,T
16252,SoulCalibur Legends (JP sales),Wii,2007.0,Action,0.0,0.0,0.01,0.0,,,
16253,Theatre Of War,PC,2007.0,Strategy,0.0,0.01,0.0,0.0,66.0,6.2,T
16254,Izumo 2,PS2,2006.0,Adventure,0.0,0.0,0.01,0.0,,,
16255,Entaku no Seito: Students of Round,X360,2011.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16256,Bratz: Forever Diamondz,PS2,2006.0,Adventure,0.01,0.01,0.0,0.0,,tbd,E
16257,Smiley World: Island Challenge,DS,2009.0,Puzzle,0.01,0.0,0.0,0.0,,tbd,E
16258,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16259,Isshoni Gohan. Portable,PSP,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16260,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,0.0,0.0,0.01,0.0,,,
16261,Hanayamata: Yosakoi Live,PSV,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16262,Malice,XB,2004.0,Platform,0.01,0.0,0.0,0.0,48.0,tbd,T
16263,htoL#NiQ: The Firefly Diary,PSV,2014.0,Platform,0.0,0.0,0.01,0.0,58.0,7.7,T
16264,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16265,Virtua Tennis 3,PC,2007.0,Sports,0.0,0.01,0.0,0.0,,7.4,E
16266,Wallace & Gromit: Curse of the Were-Rabbit,XB,2005.0,Adventure,0.01,0.0,0.0,0.0,,,
16267,Worms: WMD,XOne,2016.0,Action,0.01,0.0,0.0,0.0,75.0,8.1,E10+
16268,Ouka Sengoku Portable,PSP,2012.0,Adventure,0.0,0.0,0.01,0.0,,,
16269,Shepherd's Crossing,PSP,2009.0,Simulation,0.0,0.0,0.01,0.0,,tbd,E
16270,The Book of Unwritten Tales 2,WiiU,2016.0,Adventure,0.0,0.01,0.0,0.0,,tbd,T
16271,Dark Parables: The Exiled Prince,PC,2011.0,Puzzle,0.0,0.01,0.0,0.0,,tbd,E10+
16272,Tactics Layer: Ritina Guard Senki,DS,2009.0,Strategy,0.0,0.0,0.01,0.0,,,
16273,Hyakka Yakou,PSV,2015.0,Action,0.0,0.0,0.01,0.0,,,
16274,San-X Character Channel: All-Star Daishuugou!,DS,2008.0,Action,0.0,0.0,0.01,0.0,,,
16275,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009.0,Action,0.01,0.0,0.0,0.0,,,
16276,Doki-Doki Universe,PSV,2013.0,Adventure,0.0,0.01,0.0,0.0,66.0,5.7,E10+
16277,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006.0,Sports,0.0,0.0,0.01,0.0,,,
16278,Rozen Maiden: Gebetgarten,PS2,2007.0,Fighting,0.0,0.0,0.01,0.0,,,
16279,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016.0,Adventure,0.0,0.0,0.01,0.0,,,
16280,Homeworld Remastered Collection,PC,,Strategy,0.0,0.01,0.0,0.0,86.0,8.2,E10+
16281,Princess Arthur,PSP,2013.0,Misc,0.0,0.0,0.01,0.0,,,
16282,Brain Exercise With Dr. Kawashima,PC,2009.0,Puzzle,0.0,0.01,0.0,0.0,,,
16283,Sherlock Holmes: The Devil's Daughter,PC,2016.0,Adventure,0.0,0.01,0.0,0.0,65.0,7.3,T
16284,Sakura-Sou no Pet na Kanojo,PSP,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16285,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007.0,Fighting,0.0,0.0,0.01,0.0,,,
16286,Toro to Morimori,PS3,2009.0,Misc,0.0,0.0,0.01,0.0,,,
16287,Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16288,Satisfashion,Wii,2010.0,Misc,0.01,0.0,0.0,0.0,,tbd,E
16289,Truck Racer,Wii,2009.0,Racing,0.0,0.01,0.0,0.0,,,
16290,Metal Slug Anthology,PS2,2007.0,Shooter,0.0,0.0,0.01,0.0,80.0,8.1,T
16291,Shorts,DS,,Platform,0.01,0.0,0.0,0.0,,tbd,E10+
16292,K-1 Grand Prix,PS,1999.0,Fighting,0.01,0.01,0.0,0.0,,,
16293,Rave Master: Special Attack Force!,GBA,2002.0,Fighting,0.01,0.0,0.0,0.0,56.0,tbd,T
16294,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007.0,Strategy,0.0,0.0,0.01,0.0,,,
16295,Casper,GBA,2002.0,Adventure,0.01,0.0,0.0,0.0,,,
16296,AKB1/48: Idol to Guam de Koishitara...,X360,,Misc,0.0,0.0,0.01,0.0,,,
16297,Adventure Time: The Secret of the Nameless ,X360,2014.0,Adventure,0.01,0.0,0.0,0.0,,,
16298,Football Manager 2005,PC,2004.0,Sports,0.0,0.01,0.0,0.0,,,
16299,Hakuoki: Reimeiroku DS,DS,2012.0,Action,0.0,0.0,0.01,0.0,,,
16300,BattleForge,PC,2009.0,Strategy,0.0,0.01,0.0,0.0,75.0,7,T
16301,Turbo Trainz,Wii,2012.0,Racing,0.0,0.01,0.0,0.0,,,
16302,Ro-Kyu-Bu! Secret Photo Op,PSV,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16303,Barbie and Her Sisters Puppy Rescue,WiiU,2015.0,Action,0.0,0.01,0.0,0.0,,2.8,E
16304,Caladrius,X360,2013.0,Shooter,0.0,0.0,0.01,0.0,,tbd,T
16305,Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16306,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005.0,Misc,0.01,0.0,0.0,0.0,,,
16307,Freekstyle,GBA,2003.0,Racing,0.01,0.0,0.0,0.0,65.0,tbd,E
16308,Mystery Legends: Beauty and the Beast,PC,2012.0,Puzzle,0.0,0.01,0.0,0.0,,,E10+
16309,Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
16310,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012.0,Action,0.0,0.0,0.01,0.0,,,
16311,Groovin' Blocks,Wii,2009.0,Puzzle,0.01,0.0,0.0,0.0,75.0,8.5,E
16312,Aa Megami-samaa,PS2,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
16313,Rail Simulator,PC,2007.0,Simulation,0.0,0.01,0.0,0.0,72.0,6.9,E
16314,Banjo-Kazooie,X360,2008.0,Platform,0.0,0.01,0.0,0.0,77.0,8.2,E
16315,Monster High: New Ghoul in School,Wii,2015.0,Action,0.0,0.01,0.0,0.0,,tbd,E
16316,Bakumatsu Rock,PSP,2014.0,Action,0.0,0.0,0.01,0.0,,,
16317,Prototype: Biohazard Bundle,XOne,2016.0,Action,0.01,0.0,0.0,0.0,56.0,3.1,M
16318,Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16319,Family Jockey,Wii,2008.0,Sports,0.0,0.0,0.01,0.0,,,
16320,Spider-Man: Friend or Foe,PC,2007.0,Action,0.01,0.0,0.0,0.0,57.0,5.3,E10+
16321,Thunder Alley,GBA,2004.0,Racing,0.01,0.0,0.0,0.0,23.0,tbd,E
16322,Resistance Dual Pack,PS3,2011.0,Shooter,0.0,0.01,0.0,0.0,,tbd,M
16323,BlazBlue: Calamity Trigger,PC,2010.0,Fighting,0.0,0.01,0.0,0.0,,8.7,T
16324,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16325,Agatha Christie's The ABC Murders,XOne,2016.0,Adventure,0.01,0.0,0.0,0.0,66.0,7.5,
16326,Samurai Warriors: Sanada Maru,PSV,2016.0,Action,0.0,0.0,0.01,0.0,,,
16327,Sengoku Basara 2 Heroes,Wii,2007.0,Action,0.0,0.0,0.01,0.0,,,
16328,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
16329,Victory Spike,PS,1996.0,Sports,0.0,0.0,0.01,0.0,,,
16330,Harry Potter and the Chamber of Secrets,PC,2002.0,Action,0.0,0.01,0.0,0.0,77.0,8.4,E
16331,Double Sequence: The Q-Virus Invasion,DS,2008.0,Puzzle,0.01,0.0,0.0,0.0,37.0,tbd,E
16332,Brothers in Arms: Furious 4,X360,,Shooter,0.01,0.0,0.0,0.0,,,M
16333,MXGP 2,PC,2016.0,Racing,0.0,0.01,0.0,0.0,,,
16334,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16335,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006.0,Action,0.01,0.0,0.0,0.0,,,
16336,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16337,Order Up!!,3DS,2011.0,Action,0.0,0.01,0.0,0.0,,,
16338,Marvel: Ultimate Alliance,PC,2006.0,Role-Playing,0.01,0.0,0.0,0.0,82.0,8,T
16339,Dance with Devils,PSV,2016.0,Action,0.0,0.0,0.01,0.0,,,
16340,Battle Worlds: Kronos,PC,2016.0,Strategy,0.0,0.01,0.0,0.0,71.0,7.1,
16341,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16342,Kao the Kangaroo,GBA,2001.0,Platform,0.01,0.0,0.0,0.0,52.0,tbd,E
16343,Jewel Quest II,PC,2007.0,Puzzle,0.0,0.01,0.0,0.0,,tbd,E
16344,Builder's Block,PS,1999.0,Strategy,0.01,0.0,0.0,0.0,,,
16345,Seisou no Amazones,3DS,2013.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16346,Mahjong Taikai IV,PS3,2006.0,Misc,0.0,0.0,0.01,0.0,,,
16347,F.E.A.R. Perseus Mandate,PC,2007.0,Shooter,0.01,0.0,0.0,0.0,61.0,7.3,M
16348,Farming Simulator 15 Expansion Pack,PC,2015.0,Action,0.0,0.01,0.0,0.0,,,
16349,Lumo,PSV,2016.0,Puzzle,0.0,0.01,0.0,0.0,,tbd,E10+
16350,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016.0,Action,0.0,0.0,0.01,0.0,,,
16351,Agarest Senki: Re-appearance,PS3,,Role-Playing,0.0,0.0,0.01,0.0,,,
16352,Military History: Commander - Europe at War,DS,2009.0,Strategy,0.0,0.01,0.0,0.0,,,
16353,Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,0.0,0.0,0.01,0.0,,,
16354,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,0.0,0.0,0.01,0.0,,,
16355,Deus Ex,PC,2000.0,Role-Playing,0.0,0.01,0.0,0.0,90.0,9.3,M
16356,Aquaman: Battle for Atlantis,GC,2003.0,Action,0.01,0.0,0.0,0.0,27.0,3.1,T
16357,Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007.0,Misc,0.0,0.0,0.01,0.0,,,
16358,Strider (2014),PS3,2014.0,Platform,0.0,0.0,0.01,0.0,,,
16359,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007.0,Misc,0.0,0.0,0.01,0.0,,,
16360,Goku Makaimura Kai,PSP,2007.0,Platform,0.0,0.0,0.01,0.0,,,
16361,No Fate! Only the Power of Will,X360,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16362,Captain Morgane and the Golden Turtle,Wii,2012.0,Adventure,0.0,0.01,0.0,0.0,,tbd,
16363,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16364,PDC World Championship Darts 2009,Wii,2009.0,Sports,0.0,0.01,0.0,0.0,,,
16365,Crows: Burning Edge,PS4,2016.0,Action,0.0,0.0,0.01,0.0,,,
16366,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,0.0,0.0,0.01,0.0,,,
16367,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015.0,Fighting,0.0,0.0,0.01,0.0,,tbd,T
16368,Kurogane Kaikitan,PSV,2015.0,Adventure,0.0,0.0,0.01,0.0,,,
16369,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008.0,Misc,0.0,0.0,0.01,0.0,,,
